lang,phonemes
pt,pʲ ɾʲ e ɴ e ɴ tʂ ɻ̩ p uə uː ɾ ʌ m a t uə ɾ ɪ a s ɹ̩
pt,t uə ɪ s t̪ ɪ t a m ʌ ɴ u n s̪ uə ɪ ʂ n o m a x a v ɪ t̪ uə a e k e b ʌ ɾ ɒ ɪ a
pt,pʲ iː ɾ ɒ t͡ɕ i j a b̤ u ɾ uː t̪ ɒ p i ɴ b̤ u p i j ɨ
pt,ɒ ɪ t a o s̪ uə
pt,ʌ p ɾ o t̪ uə t̪ uə o ɾ p uə o ð ɪ kʰ o p uə e j a ɾ ɪ tʂ e t̪ ɒ ʂ ʌ ŋ tɕʰ i a
pt,tɕ i p a x o ŋ pʰ uə b̞ e ɪ tʂ e d uə i s a tʂ ʌ s
pt,ɒ t̪ o m uə k ʌ m ɒ t̪ ɒ m iː d iː ɕ iː tʂ iː ts ɒ ɪ p uə ɒ
pt,k e l e ɪ s k o ɕ i k o ŋ t e k uə o l ɪ a ɕ i ɴ tɕ i b e ɪ iː s̪ ɪ
pt,ʔ ɒ z ij j a ʒ iː m t̪ʰ uː lʲ s uə p ɒ j tʂ ɾ ɯ m b̤ uə uː ɪ j a l̪ ɒ s̪ ɯ j a ɾ m uː s̪ t̪ ɛ l ɒ l̪
pt,ɪ m iː s n a v e ʁ t a tʂ ɻ̩ ɡ uə x e ɴ
pt,ɪ p i ɴ iː uə ɻ iː tʂ ʌ s k͡p̚ uə tɕ i iː ɾ ɒ pʰ uə t ə k ɒ o pʰ ɾ e ɾ ɒ
pt,ʁ ɒ l̪ ɒ j o l̪ k a ɕ j o m ɒ t̪ m j ɴ ɡ u
pt,ʔ ɒ p a t̪ ʌ j o uə tɕ i t̪ uə ɾ ɒ p a ð a iː p ɾ e k ʌ ð o k ɒ l̪ l a t̪ uə ɾ ɒ a p uə ɾ ɒ tɕ i
pt,iː m iː t a m e ɪ a p o m o ð ʌ ð tʂ j e b̞ iː t̪ ɪ
pt,s i m t ə b̥ uə ɑ tʰ
pt,ʁ a t͡ʃ b̤ a d j ɨ w ɪ k j iː t͡ɕ iː ð e j ʁ k͡p̚ ɔ̃ ŋ̟ m i j e b uə l̪ iː j o ɒ ɴ d͡ʒ uə
pt,tʂ uə z uə a ɹ a m ɪ z
pt,i n d ɪ e l ɪ s ɪ p ɾ e i n tɕ iː u n ə m a kʰ a ð e ɾ e l æ e t ɾ ɻ̩ k ʌ k u ŋ p a ɾ a
pt,ʔ ɔ̃
pt,m ɛ ʁ d o s i
pt,ɹ̩ n zʲ ɪ ʃ æ l s̪ ɪ f ð æ tʰ ɒ j s p ə b l i b̥ æ dʒ k o w
pt,k͡p̚ uə ɒ
pt,k͡p̚ o t ɒ n o ʂ ɒ m uː m ɒ ɪ d uə ɒ tɕ i ʌ t̪ e m i iː ɾ b a ɾ t̪ a
pt,k͡p̚ ɔ̃ ɴ ɲ i k a
pt,a f ɒ ð iː p e ʁ uː
pt,b̥ o ɒ ɴ ɒ ɾ ʌ ɴ ɨ p ʌ e ʂ ɒ ɴ ɒ ɪ p uə ɾ t ɒ k uə e ɴ n iː tʂ ɻ̩ ʂ ɻ̩ ʂ ɒ ɾ k͡p̚ ʌ
pt,k a t̪ʰ e p ɾ ɪ ʁ e k l̪ a m ʌ n t̪ a b i ts ɪ s̪ e p ɾ e
pt,n a ɕ iː d ɒ a k̟ʲ i t͡ʃʲ ɻ̩ p a ɾ m iː lʲ e p uə ɾ t uə ɡ j iː e z ʌ j a x a b ә uə
pt,uə ɾ ɒ m o ŋ m a n tʂ ɻ̩ k͡p̚ i ʌ t uə o t̪ ɒ ʂ ə ts uə o uə t̪ ɾ ə ʂ uə uː j uə æ uə ŋ t͡ɕ ɻ̩
pt,ʔ iː t̪ uə x ɒ ә
pt,d͡ʒ ɛ s uː z f ʏ ɹ ʏ ә n k ʌ m p uə n ɪ z f a m uə z uə e
pt,a p ɾ y m ɪ ɾ o uə pʲ ɛ ɾ a s ɛ l̪ o l̪ s iː b̤ uə ɾ lʲ iː s̪ ɒ t ә
pt,k͡p̚ e d iː ɴ t͡ʃʲ ɻ̩ k͡p̚ ɒ ð uə ʂ tʂ iː s m ʌ t̪ t ij j ɒ z m a ʁ k ʌ ɾ ʌ s uə ɕ i æ ɡ ʔ ʌ ʂ
pt,t̪ʰ e j a s ɛ b iː d ɒ m e iː ʃ k͡p̚ a n m ɒ b æ ʔ iː n t̪ ɛ l ɒ ʁ s ɛ n ɨ n ә s̪ ɯ ʔ ij j æ ɳ
pt,tsʰ ʌ n a ŋ tɕʰ i ŋ w e ɪ s p a s̪ ə d͡ʒ i f uə a ɾ l ɒ o ð ɨ ɪ
pt,p i n ɪ n t o d ɪ b iː m b lʲ a e s p e n tʂ ə ð ə n ɒ o ʂ ɒ ɪ ɴ
pt,b̥ e ɪ ŋ ɾ w ʌ tʰ
pt,s ɒ l̪ w ɪ ŋ d͡ʒ y z iː t iː l a l̪ m ɨ k uə e j tʲ iː n b̥ æ n s ɨ
pt,t̪ o x o b̞ ɒ a ð e zʲ ɪ n iː i k ʌ b̞ j æ a tʂ a w o s ɪ ʌ b̞ uə ʌ s o ŋ̟ m u
pt,ɒ tʰ a ɕ ɴ ɾ ɒ t̪ ɒ k͡p̚ o ŋ ɒ ts o uə t uə o ɾ i ə ð a ɪ tʂ ʌ s
pt,ʌ tʂ i ŋ ə o tʂ ʌ f ʌ m e ɤ̆ i t̪ a k uə t̪ ɨ ð ɹ̩ ɴ uə ʂ ʌ ɾ ɒ o tʂ ʌ ŋ e
pt,ɪ b̞ iː t a k o f a s uə b iː ɕ ts ɨ o p a t ʌ m ɪ s t e ɾ m a s ð o b̞ uə o t̪ uə e ɪ ð ɒ
pt,æ s ʌ b uə a f iː b i ɴ i n ɴ ɪ k͡p̚ o k͡p̚ uə o x i a o tʂ e t uə l uə
pt,uə ʂ lʲ i w e ɪ tʂ ʌ ŋ d ɒ n ɔ̃ ɡ uə k a ɾ t ɪ m iː ɕ æ ɾ i
pt,iː tʂ iː k a d a s t ɾ a t ɾ a v e s ð u uə lʲ i n ɪ t a l a s d e s k uə ʂ o l̪
pt,e ɾ uə iː s k ɨ ʌ ʁ ɪ s p a t ʌ k o n tʂ e ɾ m ʌ s k iː n o n o
pt,ʁ uə k̟ʲ ɪ ŋ t e h a ð ə m iː ʂ ɻ̩ k a z ʔ ɒ j ʌ s p uə ɑ
pt,ɾ ʌ m o m n j n ɪ s p tɕ i a o k w a ɴ f e æ a t̪ ɾ ɨ s m i t̪ uə ɾ a ɪ
pt,uə o p e l o m e n s k ɪ ɲ æ n a s̪ uə œ i t e n ts a n ʌ tʂ ɻ̩ l a ɪ ɾ x a n ɡ uə
pt,ɨ b iː i ɾ z uə
pt,s̪ e n t ɹ̩ b̥ ə l ɪ zʲ iː ɲ iː ɴ tʂ ɒ ŋ m iː ɴ uə
pt,ʂ e o u a d uə a i j iː p uə b̥ a ɾ ɒ lʲ ɛ
pt,tɕ ɨ p u ŋ f a l̪ a p lʲ i k͡p̚ ɒ s uə ɒ p ɒ ɴ t e ɾ iː j e s u p ɾ u ɾ
pt,p uə a ɪ tʲ i
pt,a l̪ o tsʰ ə t̪ ɒ p uə e ɪ ð e i ŋ v a k iː ə
pt,p iː æ e l̪ iː æ ð ɪ n a e b s e ɪ s̪ ɪ ɴ
pt,ɕ i ɴ a i
pt,n uə ɾ s̪ uə ɔ o lʲ a m uː s̪ z ɒ t͡ʃ ә k͡p̚ uə ɔ d j iː d ɒ b ә z ә m ɒ
pt,t ɔ ŋ̟ v iː s̪ iː t̪ ɾ ɒ z ɒ m iː tɕʰ i
pt,k o b iː s a ŋ m ɒ o uə ʁ uə o uə t uə a ɳ e o iː e ɒ m ʌ ɲ æ
pt,n æ a lː l a v̞ʲ ɪ s t a ð o m a ɾ ʌ i a uə o ɾ j a n sː i o lʲ ɪ b̞ e ɾ ʌ m e n tʂ ɻ̩ s
pt,e s t̪ e pʲ i t o p e ɾ k o t m iː e t ʌ m a p e s ʌ t e o p a i s t iː ɾ e m a
pt,i k͡p̚ uə ɾ ə ʂ ɻ̩ k͡p̚ uə ð ə tʂ e ŋ p uə ʂ k͡p̚ ɒ p e ʂ n ɴ ɪ ts ɹ̩ ð e æ a ɒ v a
pt,i t ɒ e uə e b ɒ s s̪ o p ɾ e s e
pt,iː p ɾ ʌ s e s æ m j ɪ e s ɻ̩ ð i iː s p uə o t ʌ a s o ŋ s o u n t ʌ m b e i v ɪ n k uə ð a ð e s
pt,m iː n iː k o m uə k a tʰ a lʲ iː s uə ɒ d uə o ɾ tɕ i ɴ ɪ a x e æ a s ʂ o n uː n t ɪ ɾʲ o ɾ i a j o uə
pt,e n kʰ o s e k uə e s ɻ̩ ð e ɒ e s p o lʲ ɻ̩ iː s t ɒ m o tsʰ a l s k o a s̪ i n k t ɪ k s uə o t͡ɕ o uə
pt,ɾ ɒ ɪ n l a s a f a ð ɪ d͡ʒ ɻ̩ ʁ e s iː n a s tʲ i e d uə f uː ɾ k a b̞ a ʁ k uə m e s t u b̞ o s i pʲ e tɕ i
pt,d ɒ v ɨ k o ŋ̟ m uə i t̪ ɪ
pt,ɕ ɒ ɾ i ɪ l̪ a ɡ o k uə a o p ɹ̩ d e n h i ʂ ɻ̩ ʂ iː t̪ iː ŋ ʂ ʏ t͡ɕ
pt,tʂ e t uə e ʂ b e n p ɾ f u n d ɪ d uə o ɾ ð o l a ð e p ɾ ɒ n t ʌ uə t a ɾ ɒ ʌ s k uə o tʂ uə ʁ
pt,f uə uː ɪ j ʌ ð uə k a iː k i iː p ɾ o ʂ ɪ t uə o ʂ e æ ð n ɒ
pt,ʔ iː a t̪ u t̪ʰ i t͡ɕ o m a
pt,b a s t̪ ə n ɕ i uə z ə l iː m e ɾ uː t͡ɕ i a o n ɔ
pt,l̪ ʔ t̪ i o uə o ɕ y w a ɒ ɪ s̪ ɪ
pt,t͡ɕ o uə ɴ æ b̞ i tʂ ɪ t uə tʂ o e s̪ ɹ̩ kʰ a ʂ
pt,ʀ e a o s t ɾ o k iː n e t e n u t ij iː n a o ð ɨ m ɪ tʂ e s a b̞ m ɪ p e ɾ s u d o k o n d a ɪ tɕ j e t iː
pt,b̥ a t o ŋ i a p o ʁ t ʌ l lʲ i s̪ e ɾ a b e
pt,ʂ o n a ɾ uə ʌ f a ʂ uə k ʌ pʰ uə j e tʂ uə b uə
pt,t a f uə uː ʂ ʌ e g ɾ e iː p u l ɪ s m o t e a ɾ o s
pt,ɒ s̪ ɒ o ʂ uə f a s i ŋ k o m uə e s̪ ɒ ʔ e t͡ɕ a
pt,j ɒ t͡ɕ i iː
pt,tɕ i t uə a b uə b j iː ʀ ɪ a kʰ ʌ m b ʌ ʂ ɪ n ɨ m a ɪ s p j ə ð ʌ
pt,ʔ ə n t ʌ ŋ b̥ a ɾ f ɹ̩ z æ ɾ ɪ ŋ w uə o ɾ ʂ o f iː tʂ i tʰ i æ
pt,m p ɾ e t e t e a o k a s ð ʌ m iː sː ɪ e lʲ o l tʂ ɪ k j a p ɾ o t̪ ɾ e f ɒ l̪
pt,uə n o n ɔ ʂ ә n e ð ɒ
pt,ɒ n ɴ o t̪ ɒ j e s iː s j i iː ŋ k uə p a s ɯ s̪ t̪ ɾ ɨ b u s e k o ŋ̟ j e s̪ ɒ
pt,ɒ k͡p̚ p ɻ̩ t̪ i x uə ɒ ɪ t ɒ ɴ t ɒ l̪ o b̞ ɪ iː j a k͡p̚ ɒ ɾ t͡ʃʲ i ɒ ŋ l o k uə ɒ ʂ e iː t͡ɕ i a ŋ
pt,e uə o d e ɪ f i ɴ d ɪ tʂ ɾ e tʂ ɻ̩ t a d ɪ
pt,t̪ uə o ɒ a lʲ o l̪ o t a n p uə o tʂ o p uː ɴ v i n a l ɪ s p a ɾ w e ð j a n tʂ uə
pt,m ɒ ɕ mʲ æ ɴ ts o g ɾ ʌ ɪ tɕ i iː uə t uə
pt,iː ʂ k͡p̚ y m e ɪ t uə o ð ɪ tʂ ɻ̩ ʂ e t a e ʂ tʂ ɻ̩ s uə i ʌ
pt,p u t uə t o d i ʌ s̪ a kʰ ɒ s ʌ o x ʌ iː e
pt,ʔ p e a ɾ o mʲ æ tɕ v̞ʲ e n l a p e s̪ ɻ̩ b i æ
pt,t uə tː uə k k̟ʲ j iː ə tɕ i e ʂ ɻ̩ tʲ ɪ k uə a ŋ k ɾ e ə ts uə ɒ i f uə o ɻ ʌ
pt,ɒ s̪ o j i ә ɒ j iː ij a ɾ o
pt,ɒ i n ts e ɾ e ʂ ʌ n ə n e ɪ ʂ a s p æ ɪ k t ə m j z ɛ n æ ʁ s ʂ ɻ̩ s ʂ ɛ l̪ n d uː
pt,ʀ i iː lʲ iː o uə e s̪ ɾ i s m a ɪ ð e p a u ð e i ð uə o ʂ iː s uə b̞ a ɒ
pt,ɪ t ɛ z n ɒ u f uə ɪ m a i o ɒ t uə k̟ʲ j y ŋ
pt,æ ts ɒ n m ɛ j a p tː uə ɾ m a ʔ j iː s̪ p ɒ l̪ ɒ w k͡p̚ u ŋ̟ m ɒ t̪ k͡p̚ uə ɒ j d ɒ k
pt,b̤ a l p ɒ ʂ ʌ ɴ d ɪ ɒ b̤ ɒ kʰ ʌ ɴ p uə k ʁ ʌ ŋ̟ m ɒ ɪ z ʌ b̞ e l̪ m e lʲ i æ
pt,t̪ o lʲ i ð a ð ɪ ð ɪ e k lʲ ɪ e ʂ t uə
pt,ʔ a ʂ a u w a x a s k a e t a m o s t ɾ o b uə g j œ e n t iː tʂ iː l lʲ ɪ
pt,p a ɾ e a o tʂ uː n ʂ æ tʂ ɨ z u l t a tʂ k o s i ð ɾ e n iː n s̪
pt,ts a s p uə o ɾ tʂ ɾ i ɴ tʂ ɒ ʁ o ʌ tʂ e v ɒ
pt,m a s̪ k͡p̚ o l̪
pt,n ɒ ʁ ɒ ŋ̟ ә s̪ ð ɒ w ɡ̤ ɒ
pt,d e a o tʂ ɾ p uə s o n m iː i n tʂʰ ɾ o m ɒ t͡ɕ tʲ iː p uə a ɾ a e n lʲ e p a ɾ ʌ m j iː e ɾ t æ t i iː ɾ ɒ t a
pt,t ɒ s uə ɒ ɕ i p a ɕ i j a l̪ ɕ iː ɴ iː j e z w a s uə p uə o e s t ɹ̩ t a d̪ uə lʲ
pt,iː w ɒ ɪ k͡p̚ ɾ a ð ʌ tɕ i t e ɪ x a b̞ a tɕʰ i ð ɪ g a tʂ ɨ ŋ
pt,ɾ ɒ t͡ɕ i ð e i l a k͡p̚ uə a
pt,t͡ɕ i ɾ ə ɪ f ɾ ə k͡p̚ ʌ n tɕ ɻ̩ t ɾ a p a lʲ uə ʂ e t o
pt,m ɨ s ɒ
pt,n u m e ɪ ɾ uə k uə a t o ð iː u n iː k o uə k l uː b̞ b lʲ a g e ʌ ɲ a ɾ a t ɾ i
pt,ð e f ʌ n f o ɾ ɪ s p uə b̞ lʲ ɪ k o z ɪ lʲ e s ə n ɕ i a
pt,o t e æ k iː ɕ e ɡ a s u m ɪ s ɻ̩ n u ɡ ʌ b̞ a ɾ lʲ ɪ t̪ ð e k iː ʂ t o ŋ
pt,ɒ l̪ l uə l̪ ɪ ɒ ɕ i k ʌ t͡ʃʲ
pt,b iː t ɒ
pt,s uə p uə ɾ tɕʰ i t̪ʰ e a k̟ʲ iː lʲ ɹ̩ z d ɒ l̪ ʂ uə p uə ɾ t͡ɕ e n ɛ s ә s
pt,u ŋ ts uə a m u ts a ɒ ɾ a
pt,e s b uə ɾ t͡ʃʲ e ɾ a ʂ ɒ m a d ɪ lʲ
pt,g ʌ ɾ a d ɪ tɕ i b̞ ɒ m æ ɴ tɕʰ ɪ p uə d ɒ n s uə o k̟ʲ i ʂ o ŋ̟ p ɾ ʌ ð uə
pt,o a ɡ a t ʌ m e ɪ i p uə o dʲ ɪ ɾ j a s ʏ ɾ e s k͡p̚ iː e t̪ k o m uə
pt,ð e uə tʂ ɻ̩ s ɒ ɪ m a ʂ t e p e t i
pt,ɒ t̪ lʲ ɒ lʲ i e t̪ uə o ð uː m uə ɴ e m ɒ ɪ b̞ e ɾ e t ɒ m a ɪ t̪ t i iː o uə
pt,t a m ʌ j a ʂ ɻ̩ k ʌ p ʌ ŋ tʂ a ts a
pt,n ʌ tɕ i o uə tʂ ɹ̩ ʌ d u s̪ e a lʲ e i n d ɪ ʂ ɒ t ɾ e tʲ s i o ɴ n ɒ l̪
pt,m e l e p ɾ o s i v ɪ o tʰ i a ʐ ʌ b uː ʂ ɻ̩ p uə d͡ʒ ɻ̩ ð ɒ a tʂ ɻ̩ p a ɾ s e ɾ
pt,tʂ ɒ l̪ w a n ʂ uə
pt,m a ʂ ɒ l̪ uə t̪ ɒ ʁ iː s ɒ
pt,p uə o ɾ k a ŋ ʂ o ŋ v e s o n t a b̞ iː ð ɪ uː n ɒ uə p uə ɾ tɕ i a tɕ iː t e
pt,uə k uə o ts ɪ b̞ uə e i ɴ tɕʰ i s i b v̞ʲ iː e ð uə a b̞ e lʲ ɪ k uə o t e b uə ɪ k o tʂ e n tɕ o p uə ɕ æ
pt,e j m a j a p ɒ t͡ɕ e m u tʂ uː ɟ i j iː k͡p̚ ʌ k͡p̚ ɒ ʂ ә l̪ ɒ ә e z m ɒ s̪ t ɒ m ɒ
pt,ʔ a b ɒ lʲ iː t͡ɕ j e ə ɴ d ɒ a t̪ a w ә ŋ̟ ɡ̤ ɨ ɛ b̤ u z ð i j y s̪ ɪ k͡p̚ u uə t uə a ɾ ɨ
pt,ɾʲ i a o t͡ʃʲ i ɒ kʰ a ð ʌ ɪ p ʌ ɴ j e ɾ ɒ d ɨ u ɡ uː g uə e ɾ s̪ ɪ tɕ e ɾ ʌ m a
pt,lʲ e lʲ o e n l u s p ɾ e s iː t͡ɕ o uə k o m a l m i n d ɪ b̞ i s
pt,b a r ɒ k͡p̚ i k ɒ m j o e s tʲ iː l iː k ʌ n t a ɳ mʲ j o ɾ uə t uə
pt,n i ŋ k uː
pt,i tʂ a ð o k e s ɒ l̪ ʂ o uə t a ɒ ŋ o tʂ ɻ̩ k͡p̚ u b̞ iː i iː e ʂ o ŋ e ʂ uə o x ә
pt,v̞ʲ iː tʂ e ɾ a ð ɪ b̞ ɪ j n o s ɻ̩ ð iː p ɾ o f uː n s̪ m a l s k e k æ ɾ
pt,p uə o ɒ tɕ i iː n t ɾ a n k uə a ɾ t uə ʂ t o b i iː ɕ i iː
pt,l ɒ kʰ ʌ ɴ ʂ ɒ o i ɕ o v e tʂ ɾ ʏ ð ʌ ŋ
pt,ɾʲ e z ʌ k u m b j u ŋ̟ iː m ʌ ɪ x uə
pt,k o w e k iː m o s e ɪ k o m uə b e ɾ a tʂ ʌ lʲ ɪ ɾ uə n a iː tʂ ɪ l̪ uː b ɪ
pt,t͡ɕ ɨ m a
pt,ɒ k u ɕ i ɪ ʁ ɒ t a m e i n ɕ i tʂ u o t̪ a b̞ m iː lʲ o a ɾ e s p e lʲ ɪ d uə e
pt,t͡ɕ i iː ə ʌ t̪ ɒ t ә ŋ̟ l̪ a ʁ ɒ tʂ ɒ r e j t̪ iː p t u s̪ b uə ɒ j t̪ ɒ l̪ ɒ j
pt,k͡p̚ ʌ n ɪ ŋ k ɔ̃ uə e t͡ɕ i ð e ɾ ɒ
pt,b uə ʁ b ɪ s̪ ɪ ŋ a d j e ɴ pʲ j e iː b ɛ ɾ ʂ ɒ d j i j s̪ ɛ ɻ̩ ʂ uə ʁ p ɒ
pt,d uə t a p ɾ i ŋ tʂ ɻ̩ n o z n uə k o ŋ pʲ ɪ tʂ ɨ o ʂ o s ɻ̩ a l̪
pt,o a l ɒ ð ɒ n ɒ p e lʲ e k uə p e dʲ i t̪ʰ t p ɾ
pt,t o ŋ ð iː a l ɪ s uə o tʂ o ŋ ʂ ɒ a s uə lʲ ð ɪ ʐ ɪ o uə
pt,b̞ w a tʲ e p ɾ i t iː s i m a ʂ n a tʂ e ɪ pʲ iː n t e m iː n uə n o k͡p̚ e ɾʲ e s
pt,k o f e ʂ a d o p e ɪ p i
pt,pʲ e ʁ uə t e k tɕ iː lʲ ɪ m a ɾ a p o tɕ i m a ɒ
pt,ts a iː e n ɴ d ɪ u n tʂ o t a tɕ y o s p a ɾ ʌ pʲ e ɾ e i n f i ɴ d uə t͡ʃʲ iː ð e æ a t̪ ʌ m iː tʂ ɻ̩
pt,uə ʁ ɪ k o p a i tʂ e j e ɕ i ts ə m uə tɕ y p uə o ɾ t ʌ æ n ɴ tɕʰ iː
pt,m a k z w uə ɹ̩ l ð ə p ɪ ɾ w ə ŋ̟ pʲ æ ɾ ə o uə s f uː l̪ ɕ o lʲ a j z
pt,ʂ o t͡ɕ i e ʂ p a ɕ i ɴ ə b̥ a ɒ ð e ʂ ɒ dʲ i o tʂ ɪ ʂ ɻ̩ i ŋ ɴ i o w ʌ n s̪ e ð ʂ ʌ ɴ t e
pt,ʔ iː p uə ɾ e z
pt,p a ʂ p ɒ s a lʲ e æ a m w ɨ e ɪ a o pʲ j e o k lʲ i e m ʌ s iː tʂ p e ɡ iː uə
pt,æ ŋ tʲ i t e ə uə s n o uə t̪ ɪ ŋ l i m i tʂ ɻ̩
pt,p uə a ɒ s tː ɨ tɕ a ij j e z a ɾ e lʲ iː s k a t æ n d u ŋ g uə
pt,ɒ ʂ a k͡p̚ uə o ʂ ə m a ɪ ʂ ɻ̩ k͡p̚ a o m ʌ n ɕ i ɴ ʌ ŋ t a k uə ɾ ɪ
pt,i l ɤ̆ z s t ɤ t͡ɕ ɹ̩ w a j z
pt,ʔ ɒ iː s̪ lʲ i ɾ t͡ɕ ɪ m o ð e ð e s̪ w a ɕ i o n
pt,æ tʲ iː m a e s p a ɾ ɒ o g e ʌ k͡p̚ ʌ d i tʂ a ɾ ɒ i ɴ t ɒ b̞ a ɪ ɕ i p ɾ e
pt,tʂ uə pʲ e p uə
pt,a t o m a ɾ i m i n i m ɪ s ð a ɾ a ɪ ʂ ɻ̩ a s ɪ tɕ y ɕ e k a ɾ pʲ æ ɾ t uə t͡ɕ ɨ m a
pt,t̪ a i g ɾ e n ʂ ʌ tʲ e m pʲ e o uə s
pt,d͡ʒ e z s æ ɳ ɪ p uə ɾ k e
pt,t̪ʰ ɒ t ɒ ŋ̟ s uə ʁ p uə e m iː
pt,d u j u n o w h a w t ə m e j k ə m u b̞ i w
pt,ɪ ŋ a s p e a ʂ ɻ̩ s k e ʌ tʂ ɨ ʂ ʌ n a ɪ k uə o ɾ a s
pt,ʂ uə o ɾ a x o ʂ uə o ɾ k e k o s̪ i ð e ɾ a d u n ɴ o ɾ m a o
pt,ɕ i ɒ d iː ʂ uə ɒ k͡p̚ ɒ s̪ ɴ iː j i ʂ ɒ ŋ b̤ ʌ e n k͡p̚ uə a ɒ b̞ a ð ɪ m o tɕʰ i g e
pt,e l iː b̞ ɒ a i ɒ uə tʂ o m a t̪ i k a m e n t̪ i
pt,p e ɴ o uə k͡p̚ a tʂʰ b̞ o s e ɪ m i ŋ t̪ i b̞ uə o ts e ɪ ʐ a k e j æ
pt,e u n l i iː d e s i b̞ iː t͡ʃʲ ɪ t a b̞ i ɪ l ɨ k b̞ ɒ b̞
pt,n ɛ t ʌ e s e ɾ a lʲ ɪ o d͡ʒ y tʂ e k ɾ e a o lʲ iː t͡ʃʲ k ʌ
pt,x ɒ d ɒ
pt,m e s p uə ɾ ʌ n e p ɾ ɒ f uə o ɴ e ʂ e o uə l̪ e ɪ t uə ɾ ə m e ɪ
pt,u n ɡ ɾ uː k o m o s ɾ a m p o ɴ i iː p i iː ð ɒ e s ʌ s m o ɴ n t t̪ ɪ ŋ a s m a lʲ t a tʂ e s t ɪ
pt,ɪ tʲ b̞ ʌ ɪ k o b̞ ɪ ɡ o k e s ɒ a o t̪ e æ m ʌ ð uː d a ɪ lʲ k o ŋ t e uə b uə tɕ o ʁ
pt,ts a v ә ɒ s ʂ a i iː ɾ tʂ ɻ̩ ʂ uə ə t æ a s ʔ ɒ
pt,b̤ a r e ʁ ɒ l̪ b ɒ ɾ ә u ʂ e j uə s̪ ʌ s i iː x ɒ
pt,ʂ æ m b ʌ e a ɾ k a t o n ɪ u n a lʲ ð e a m ʌ iː ɾ iː
pt,t̪ ɒ x ɒ ʌ ð e ð iː b̞ a ʂ ɻ̩ a b̞ ʌ tʰ iː tɕʰ i ɴ a m u ʌ t ɒ ð e uə a
pt,ɒ i ð uə e k uə ʂ ɒ uə
pt,ɻ̩ k a k͡p̚ n o ɒ j o ŋ d ɒ ð e ʂ uə s uə e k ʂ uə a ŋ x ɒ l̪ b̞ ɒ s̪ uə a k͡p̚ ɒ l̪ a s̪ ɪ iː
pt,n ɪ n w m o n o t e kʰ o m e n p e g a i iː i s̪ i a ɴ
pt,ʔ æ b ɔ t̪ʰ iː d ɨ o t̪ʰ ɒ
pt,j iː p ɪ ɾ ɒ j iː ʂ j iː j o ɾ m ɒ h ɒ s p o s̪ j æ p uə ʁ t̪ ɒ ɾ tʂ ɻ̩ b uə l
pt,ʁ o s uə o ɾ uː p ɾ iː t͡ʃʲ ɪ p uə o i a ð e k iː t ɾ e ɪ ɡ uə ʂ ʌ ɒ
pt,t ɾ ɪ b̞ a ɪ lʲ a ɾ m uə i n tɕ i ɴ ɪ
pt,d ɒ ɾ ɳ æ n o t̪ ɴ ɒ l̪ ə m iː ə s̪ ɻ̩ e tʲ p uə tʂ ɪ p t͡ɕ j iː l̪ a ɪ
pt,k͡p̚ uə a m a s pʲ iː e s̪ uə a o æ s̪ ɻ̩ p a ʂ i æ n ʂ e k tʂ o ŋ̟
pt,m e t̪ iː w o ŋ a ʂ ɔ o ʁ
pt,ɒ s ɒ i
pt,ɕ y m u i t a f e s a iː p ɾ e s p a m e ɪ t͡ʃʲ
pt,t͡ɕ i b̞ ɒ ʂ e s̪ iː n ɕ i a ɒ o uə n a s a k͡p̚ iː t ɒ ŋ ʔ ɛ ɪ f a ɒ o l̪ ʌ ŋ t͡ɕ i uə d ɒ s
pt,n i iː ɒ ɳ w e ʂ ɒ x ɒ t̪ ә m ʌ ʂ ɯ ɳ ɨ b̞ uə
pt,s̪ uə ʂ e n ɴ ɒ
pt,æ e n s̪ iː n p a k s u ɾ o n ɪ u n ɪ t e ɾ e tʂ ɻ̩ m e ɪ w i lʲ iː
pt,pʲ e n a e s ɪ ɕ i n t͡ʃʲ ɻ̩ ɡ b̞ e ŋ ð ɪ ð ʌ n g o uə v i ð o e l ʂ ɔ ɾ a
pt,z t̪ uə e s m e k a ɴ n iː z m uː s l a ɪ tʲ f a s ð j a l ð ɪ i m p ɾ j e ð ɪ
pt,tʂ o i n t e æ n d uə k e a s p e s t o ɾ tʰ iː s
pt,a ɪ a
pt,ɛ p ɾ o b l̪ ɪ e m a
pt,uə k͡p̚ o ŋ̟ ʔ ʌ e k æ tʰ k iː lʲ i j ɾ ɒ
pt,t͡ɕ ɻ̩ b̞ ɒ ɪ ɕ i tʂ e ɾ e ʌ n b i k ɒ b̞ o p e n e n i g l̪ ɪ z
pt,a o t̪ uə t i ŋ pʲ e ɾ ɒ t uə ɾ ʌ n ɔ iː s p uə ð ʌ ŋ tɕ i z e k̟ʲ i iː ɴ e ɕ y e pʲ æ
pt,p uə t e æ n t o d uə p e t ɾ o lʲ uə ts æ ɪ t̪ e n t a i s i n k uə p uə ʁ s æ n
pt,k͡p̚ o s ʌ ts uə l̪ l ɒ a o ʂ uə m i ð ʌ n ʂ ɻ̩ n tɕʰ e uə ʂ t o m e s̪ e
pt,lʲ a k w e ʂ ɒ p uə l̪ a ɪ lʲ
pt,x uə ð uə k a ɒ f uː ɴ d ɪ m e n t a l̪ a k uə o ɒ ɾ ɕ iː f o s e s t a kʰ o ŋ
