lang,phonemes
en,ɡ ˈoʊb ˈæ k
en,p l ˈeɪ b ˌæ k
en,k ə nh ˈʌ b ə lt ˈeɪ kˈɪ m ɪ d͡ʒ ɪ zə vˈaʊ ɚp l ˈæ n ə t
en,ʃ ˈoʊn j ˈuˈɪ m ɪ d͡ʒ
en,s ˈʌ np ˈɪ k t͡ʃ ɚˈɪ nd ɪ ɡ ɹ ˈi z
en,ɹ ˈæ n d ə mw ˈɔ lp ˈeɪ p ɚ
en,ə b ˈaʊ tˈɛ k sɹ ˈeɪə b z ˈɚ v ə t ˌɔ ɹ i
en,t ˈɚ nˈɔ fs p ˈɑ t ɪ f ˌaɪʃ ˈʌ f ə l
en,s ˈɪ ŋm ˈiəs ˈɔ ŋ
en,w ˈɪ lh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pf ˈaʊ n dˈeɪ l i ə np l ˈæ n ə t s
en,ˈɑ ɹh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pf ˈoʊ t oʊ zə v ˈeɪ l ə b ə lt əð əp ˈʌ b l ɪ k
en,d ɪ s ˈeɪ b ə lp ˈɛ ɹ ə tm ˈoʊ d
en,d ɪ s p l ˈeɪm ˈaɪj ˈu z ɚl ˈæ s tp ˈɪ k t͡ʃ ɚ
en,t ˈɛ lm ˈɔ ɹ
en,k ə nh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pf ˈaʊ n dˈɛ n ip l ˈæ n ə t s
en,d ɪ s p l ˈeɪs ˈoʊ v i ə ts ˈɪ n θw ˈeɪ vs k ˈɪ lm ˈɛ n j u
en,ʌ p d ˈeɪ tm ˈaɪn ˈi ɑ nd ɪ v ˈaɪ s
en,b ə l ɡ ˈɛ ɹ i ə n
en,θ ˈæ ŋ kj ˈu
en,t ˈɛ lm ˈim ˈaɪb l ˈɪ ŋ k ɚp ɹ ˈɑ s ˌɛ sm ˈɛ n j u
en,h j ˈu s t ə n
en,w ˈʌ tˈɑ ɹð əp ˈɑ p j ə l ɚf l ˈɪ k sˈaʊ t
en,d ˈʌ zl ˈɪ vˈɪ m ɪ d͡ʒ ɪ zf ɹ ˈʌ mh ˈʌ b ə l
en,ʃ ˈoʊm ˈis ˈoʊ v i ə ts ˈɪ n θ w ˌeɪ vs k ˈɪ l
en,w ˈɪ lh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pf ˈaʊ n dˌɛ k s oʊp l ˈæ n ə t s
en,n ˈaɪ fp ˈɔ ɹ n
en,ʃ ˈoʊd ˈʌ s ts k ˈɪ lm ˈɛ n j u
en,h ˈɑ tw ˈɚ dˈɛ n d͡ʒ ə n
en,d ˈuˈaɪh ˈæ vˈɛ n in j ˈum ˈeɪ l
en,k l ˈaʊ d z
en,ɹ i s t ˈɑ ɹ tˈaɪ d
en,s ˈæ nh ˌoʊ z ˈeɪ
en,ˈɚ θv ˈɪ d z
en,s ˈʌ np ˈɪ k t͡ʃ ɚˈæ tk ˈɛ l v ɪ n
en,ɹ i l ˈi s tt ˈɛ s t
en,k ˈɪ lk ˈɔ l zp ɹ aɪ ˈɔ ɹ ə t i
en,d ˈʌ s tf ˈɪ l m zm ˈɛ n j u
en,w ˈɛ l ʃˈɪ ŋ ɡ l ɪ ʃ
en,ə p ˈɑ k ə l ˌɪ p sp ˈɔ ɹ n
en,d ɪ s p l ˈeɪs m ˈɑ ds k ˈɪ lh ˈoʊ ms k ɹ ˈi n
en,k l ˈaʊ d
en,m ˈeɪ kn ˈoʊ dəf ˈɔ lb ˈæ ks k ˈɪ l
en,d ɪ s p l ˈeɪs ˈoʊ v i ə ts ˈɪ n θ w ˌeɪ vs k ˈɪ lh ˈoʊ ms k ɹ ˈi n
en,ˈɑ ɹj ˈum ˈʌ ŋ k ip ˈæ t͡ʃ ɪ z
en,p ˈɪ k t͡ʃ ɚf ɹ ˈʌ mv ˈaɪ ɚ zj ˈɪ ɹ zə ɡ ˈoʊ
en,k ə nh ˈʌ b ə lt ˈeɪ kp ˈɪ k t͡ʃ ɚ zə vˈɚ θ
en,d ɪ s p l ˈeɪb l ˈæ km ˈɛ t ə l
en,d ˈʌ zh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pt ˈeɪ kd ˈæ t əə vð əm ˈu n
en,d ɪ s p l ˈeɪs ˈoʊ v i ə tw ˈeɪ vs k ˈɪ lh ˈoʊ ms k ɹ ˈi n
en,w ˈɛ ɹˈɪ zh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pl ˈʊ k ɪ ŋˈæ t
en,s t ˈɑ ɹ tm ˈaʊ sæ k t ˈɪ v ɪ t i
en,t͡ʃ ˈeɪ n d͡ʒj ˈʊ ɹˈaɪb ɹ ˈaɪ t n ə s
en,w ˈʌ tˈɪ zd͡ʒ ˈeɪ m zw ˈɛ bs p ˈeɪ st ˈɛ l ə s k ˌoʊ p
en,s l ˈoʊ v æ k
en,d ˈʌ zh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pl ˈoʊ k ˌeɪ tn j ˈup l ˈæ n ə t s
en,m ˈaɪl oʊ k ˈeɪ ʃ ə nf ɹ ˈʌ mˈɔ ɹ b ɪ t
en,d ˈɪ dh ˈʌ b ə ll ˈoʊ k ˌeɪ tˌɛ k s oʊp l ˈæ n ə t s
en,æ k t ˈɪ v ɪ t i z
en,p ɹ ɪ s ˌɪ p ɪ t ˈeɪ ʃ ə n
en,ʃ ˈoʊm ˈis ˈif ˈih ˈɔ ɹ ɚ
en,ɹ ˈæ n d ə mf ˈoʊ t oʊ
en,w ˈʌ td ˈeɪ tw ə zð əh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pl ˈɔ n t͡ʃ t
en,s ˈoʊ l ɚf ˈoʊ t oʊˈæ t
en,k æ f ˈi n
en,s ˈʌ m θ ɪ ŋ
en,p ˈɚ s ə n ə l
en,l ˈæ s tw ˈi k ˌɛ n ds ˈʌ ns p ˈɑ t s
en,s t ˈɑ pð ˈæ t
en,ɪ k s p ˈæ n dj ˈʊ ɹd ˈaɪ ə l ˌɔ ɡ z
en,ˈeɪ l i ə n z
en,w ˈʌ tˈɪ zh ˈʌ b ə lp ˈɔɪ n t ɪ ŋˈæ t
en,b ɪ f ˈɔ ɹ
en,f ˈɚ v ɚ
en,k ə nh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pf ˈaʊ n dn j ˈup l ˈæ n ə t s
en,ʃ ˈoʊm ˈis ˈoʊ v i ə tw ˈeɪ vs k ɹ ˈi n
en,k ə nh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pt ˈeɪ kˈɪ m ɪ d͡ʒ ɪ zə vð əm ˈu n
en,ɹ i l ˈi s
en,h ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pm ˈɪ ʃ ə n
en,n ˈæ v ə ɡ ˌeɪ tt ə
en,w ˈʌ tˈɑ ɹð əm ˈoʊ s tp ˈɑ p j ə l ɚf ˈɪ l m zˈaʊ t
en,s ˈʌ nˈɪ m ɪ d͡ʒˈɪ nm ˈɪ l j ə nk ˈɛ l v ɪ n
en,k l ˈæ pk ə m ˈæ n d z
en,k ˈɪ l ə ɡ ɹ ˌæ m z
en,k w ˈɪ ɹ i
en,h ˈuˈɑ ɹj ˈu
en,ɹ ˈi dɹ ˈɛ s ə p i
en,s ˈɪ ŋ k
en,ˈɑ ɹh ˈʌ b ə lp ˈɪ k t͡ʃ ɚ zə v ˈeɪ l ə b ə lt əð əp ˈʌ b l ɪ k
en,k ə nh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pt ˈeɪ kˈɪ m ɪ d͡ʒ ɪ zə vð əm ˈu n
en,m ˈeɪ kn ˈoʊ də np ɹ aɪ ˈɔ ɹ ə t i
en,p l ˈeɪð əs ˈɔ ŋn ˈeɪ m dh ˈoʊ l im ˈaʊ n t ə nf ɹ ˈʌ mn ˈeɪ m dh ˈoʊ l im ˈaʊ n t ə n
en,ˈoʊ p ə nh ˈɔ ɹ ɚɹ ˈi d ɪ ŋ zh ˈoʊ ms k ɹ ˈi n
en,t ˈɛ lm ˈiə b ˈaʊ tð əh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ p
en,m ˈeɪ kn ˈoʊ dɹ ˈɛ df ˈɔ l b ˌæ ks k ˈɪ l
en,m ˈeɪ ks ˈɪ pəp ɹ aɪ ˈɔ ɹ ə t i
en,v ˈɪ l ɪ d͡ʒ p ɚ n
en,t ˈib ˈʌ s
en,d ɪ l ˈi tæ k t ˈɪ v ɪ t i
en,s ˈæ t ɚ d ˌeɪ
en,ɹ ˈɛ dˈɪ t
en,ˌæ z ɚ b aɪ d͡ʒ ˈɑ n i
en,ɹ i s ˈɛ tˈɔ t oʊv ˈɑ l j u mm ˈɛ ʒ ɚ m ə n t s
en,ʃ ˈoʊd ɪ v ˈaɪ sh ˈoʊ mp ˈeɪ d͡ʒs ˈɛ t ɪ ŋ z
en,k ə nj ˈuˈɛ d ɪ tm ˈaɪd ˈaɪ ə l ˌɔ ɡ z
en,s ˈoʊ l ɚd ɪ s p l ˈeɪf ɚt ˈɛ m p ɚ ɪ t͡ʃ ɚ
en,ˈɑ ɹð ək ˈʌ l ɚ zˈɪ nh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pp ˈɪ k t͡ʃ ɚ zɹ ˈi l
en,w ˈɛ ɹˈɑ ɹj ˈu
en,s ˈɔ ɹ s ɪ z
en,ˈoʊ p ə nk ˈʌ l tm ˈu v ik l ˈæ s ɪ k ss k ɹ ˈi n
en,t ˈɛ lm ˈit ə
en,v ˈɪ z ɪ b ə lˌɪ n f ɹ ɚ ˈɛ dˈɪ m ɪ d͡ʒ ɪ ŋɹ ˈeɪ d i ə m ɪ t ɚs w ˈi tp ˈɪ k t͡ʃ ɚj ˈɪ ɹ zə ɡ ˈoʊ
en,f ˈɚ s tm ˈɪ m ɪ k
en,ɪ ɹ ˈeɪ sm ˈaɪə l ˈɑ ɹ m z‖
en,n ˈoʊl ˈɔ ŋ ɡ ɚn ˈoʊ t ɪ f ˌaɪm ˈiə vm ˈeɪ l
en,l ˈɪ s n ɚ
en,k w ˈaɪ ə tˈaʊ ɚ z
en,ˈɪ zm ˈaʊ sæ k t ˈɪ v ɪ t iˈɔ f
en,w ˈʌ tˈɪ zˈaɪˈɛ sˈɛ s
en,ʃ ˈoʊm ˈis t ˈoʊ n dm ˈɛ d oʊə vd ˈu ms k ˈɪ lh ˈoʊ ms k ɹ ˈi n
en,ʃ ˈoʊk ˈɪ ŋ zə vh ˈɔ ɹ ɚs k ɹ ˈi n
en,d ˈʌ zh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pf ˈaʊ n dˈɛ n ip l ˈæ n ə t s
en,ʃ ˈoʊm ˈik ˈɪ ŋ zə vh ˈɔ ɹ ɚs k ɹ ˈi n
en,t ˈu n zˈæ n dt ˈeɪ l z
en,k ə nj ˈus ˈʌ m t ˌaɪ m zd ˈɪ f ɹ ə n t l is ˈeɪ
en,k ˈaʊ n tə vs ˈʌ ns p ˈɑ t s
en,m ˈaɪl oʊ k ˈeɪ ʃ ə nf ɹ ˈʌ mˈɔ ɹ b ɪ tj ˈɪ ɹ zə ɡ ˈoʊ
en,s w ˈɪ t͡ʃð əˈaɪb ɹ ˈaɪ t n ə sl ˈɛ v ə l
en,d ˈʌ zh ˈʌ b ə ll ˈoʊ k ˌeɪ tˈɛ n ip l ˈæ n ə t s
en,ə b ˈɔ ɹ tn ˈoʊ dɹ ˈɛ dp ɹ aɪ ˈɔ ɹ ə t i
en,s t ˈɔ ɹ iɹ ˈi d ɪ ŋ
en,s w ˈɪ t͡ʃð əˈaɪɪ l ˌu m ɪ n ˈeɪ ʃ ə nl ˈɛ v ə l
en,k ˈɪ ŋ zə vh ˈɔ ɹ ɚ
en,f ɹ ˈʌ mð əb ɪ ɡ ˈɪ n ɪ ŋ
en,n ˈoʊ t ɪ f ˌaɪm ˈiə vn j ˈum ˈeɪ l
en,s ˈʌ nf ˈoʊ t oʊf ɚm ˈɪ l j ə nt ˈɛ m p ɚ ɪ t͡ʃ ɚ
en,s ˈʌ nˈɪ m ɪ d͡ʒˈɪ nm ˈɪ l j ə nt ˈɛ m p ɚ ɪ t͡ʃ ɚ
en,ˈoʊ m ˈɛ l ˈi t oʊʃ ˈɔ ɹ tf ˈɪ l m zm ˈɛ n j u
en,w ˈɛ b s ˌaɪ tf ɚt͡ʃ ˈæ n d ɹ əˈɛ k sɹ ˈeɪə b z ˈɚ v ə t ˌɔ ɹ i
en,p ˈɪ k t͡ʃ ɚə vð əs ˈʌ nˈɪ nt ˈɛ m p ɚ ɪ t͡ʃ ɚ
en,s ˈɛ tˈɔ t oʊv ˈɑ l j u mt əˈæ k t ɪ v
en,w ˈɛ ɹˈɪ zd ˈiˈɛ ss ˈiˈoʊv ˈiˈɑ ɹs p ˈeɪ s k ɹ ˌæ f tl ˈoʊ k ˌeɪ t ɪ d
en,n j ˈum ˈɛ k s ɪ k oʊ
en,s ˈʌ np ˈɪ k t͡ʃ ɚˈæ tm ˈɪ l j ə nt ˈɛ m p ɚ ɪ t͡ʃ ɚ
en,ˈoʊ p ə nd ˈʌ s tm ˈɛ n j u
en,f ɹ ˈeɪ z ɪ z
en,h ˈʌ b ə ls ˈaɪ tp ˈɪ k t͡ʃ ɚ
en,ʃ ˈoʊs ˈoʊ v i t w ˌeɪ vm ˈɛ n j u
en,l ˈɑ s k oʊ
en,ʃ ˈoʊɹ ˈæ n d ə mw ˈɪ k i p ˌi d i ə
en,ʃ ˈoʊm ˈik ˈɪ ŋ zə vh ˈɔ ɹ ɚ
en,s k ˈi f iʃ ˈɔ ɹ tm ˈu v im ˈɛ n j u
en,ɪ v ˈɑ l v
en,ʃ ˈoʊð əl ˈæ s tp ˈɪ k t͡ʃ ɚ
en,ˈoʊ p ə nh ˈɔ ɹ ɚˈɔ d i oʊ
en,w ˈɔ ʃ ɪ ŋ t ə nd k
en,l ˈɑ t ɹ
en,ˈɪ m ɪ d͡ʒf ɹ ˈʌ md͡ʒ ˈeɪ m zw ˈɛ bt ˈɛ l ə s k ˌoʊ p
en,j ˈuk ə nw ˈɚ kˈɔ nj ˈʊ ɹd ˈaɪ ə l ˌɔ ɡ z
en,s ˈi k ɹ ɪ t
en,ˈɔ ɹ t p ɚ n
en,ˈoʊ p ə ns ˈoʊ v i t w ˌeɪ vs k ˈɪ lh ˈoʊ ms k ɹ ˈi n
en,w ˈɛ ɹˈɪ zˈaɪˈɛ sˈɛ s
en,s ˈɛ m ɪ t ˌɛ ɹ i p ɚ n
en,ɪ m ˈæ d͡ʒ ɪ n ˌɛ ɹ il ˈæ n d s k ˌeɪ p s
en,ʃ ˈoʊs ˈoʊ v i ə ts ˈɪ n θ w ˌeɪ vs k ˈɪ lh ˈoʊ ms k ɹ ˈi n
en,n ˈʌ m b ɚə vs ˈʌ n s p ˌɑ tɹ ˈi s ə n t l i
en,ɪ n s t ˈɔ l
en,p ˈɪ k t͡ʃ ɚf ɹ ˈʌ mð əh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ p
en,ʃ ˈoʊm ˈih ˈɔ ɹ ɚˈɔ d i oʊs k ˈɪ l
en,n ˈoʊl ˈɔ ŋ ɡ ɚt ˈɛ lm ˈiə vn j ˈum ˈeɪ l
en,ˈɔ nd ˈi z ɚ
en,t ˈaɪ mɹ ɪ m ˈeɪ n ɪ ŋf ɚ‖
en,s ˈaʊ n d
en,ɹ ˈi t ˌeɪ lp ˈɔ ɹ n
en,d ɪ s p l ˈeɪn j ˈuˈɪ m ɪ d͡ʒ
en,t͡ʃ ˈeɪ n d͡ʒ dm ˈaɪm ˈaɪ n d
en,ʃ ˈoʊm ˈis ˈoʊ v i ə ts ˈɪ n θw ˈeɪ vs k ˈɪ lh ˈoʊ m ə s k ɹ ˈi n
en,w ˈʌ td ˈʌ zw ˈɪ k i p ˌi d i əs ˈeɪə b ˈaʊ t
en,ɹ ˈɑ k ə tl ˈɔ n t͡ʃ
en,s k ˈɪ p
en,w ˈʌ tˈɑ ɹs k ˈɪ lf ˈaɪ l zð ˈæ tˈaɪh ˈæ v
en,s p ˈeɪ s ˈɛ f l ˌaɪ t p ɚ n
en,b ˈæ n d k ˌæ m pf ɚ
en,k s k tɹ ˈæ n d ə mk ˈɑ m ɪ k
en,ɪ ɹ ˈeɪ sˈɔ lə l ˈɑ ɹ m z‖
en,k ˈʌ m p ə n i
en,d͡ʒ ˈɛ s t͡ʃ ɚ
en,k ˈɑ m ɪ k b ˈʊ k p ɚ n
en,d ˈʌ zh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pl ˈoʊ k ˌeɪ tˌɛ k s oʊp l ˈæ n ə t s
en,p ɹ i s ˈɛ t
en,f ˈoʊ t oʊə vð əs ˈʌ nf ɚˈæ ŋ s t ɹ ə m
en,ˈɪ zˈɔ lh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pf ˈoʊ t oʊ zə v ˈeɪ l ə b ə l
en,j ˈuk ə nf ˈoʊ nh ˈoʊ m
en,p ˈɪ k t͡ʃ ɚf ɹ ˈʌ mv ˈɪ z ɪ b ə lˌɪ n f ɹ ɚ ˈɛ dˈɪ m ɪ d͡ʒ ɪ ŋɹ ˈeɪ d i ə m ɪ t ɚs w ˈi t
en,ˈɪ n p ˌʊ t
en,f j ˈu t͡ʃ ɚp ˈɔ ɹ n
en,w ˈʌ tb ˌæ k ˈɛ n dˈɑ ɹj ˈuj ˈu z ɪ ŋ
en,ˈoʊ p ə nh ˈɔ ɹ ɚm ˈu v i zs k ɹ ˈi n
en,m ˈaɪh ˈaʊ sf ɹ ˈʌ mˈɔ ɹ b ɪ tl ˈæ s tm ˈʌ n θ
en,ʃ ˈoʊd ɪ v ˈaɪ sh ˈoʊ ms k ɹ ˈi ns ˈɛ t ɪ ŋ z
en,m ˈeɪ kn ˈoʊ df ˈɔ l b ˌæ k
en,ʃ ˈeɪ k s p ˌɪ ɹ
en,s ˈʌ nˈɪ m ɪ d͡ʒf ɚ
en,m ˈɛ t ɹ ɪ k
en,s ˈʌ np ˈɪ k t͡ʃ ɚˈɪ n
en,k ɹ i ˈeɪ tæ k t ˈɪ v ɪ t i z
en,w ˈɪ lh ˈʌ b ə lf ˈaɪ n dˌɛ k s oʊp l ˈæ n ə t s
en,w ˈeɪ kw ˈɚ d z
en,m j ˈu tk ˈɔ l
en,ʃ ˈoʊp ˈɪ k t͡ʃ ɚ
en,s ˈoʊ l ɚf ˈoʊ t oʊf ɚm ˈɪ l j ə nk ˈɛ l v ɪ n
en,d ɪ s p l ˈeɪs ˈoʊ v i ə ts ˈɪ n θ w ˌeɪ vm ˈɛ n j u
en,ʃ ˈoʊs t ˈoʊ n dm ˈɛ d oʊə vd ˈu ms k ˈɪ lh ˈoʊ ms k ɹ ˈi n
en,s ˈɚ t͡ʃf ɚð ət ˈɑ pf ˈɪ l m zˈaʊ t
en,l ˈɪ s tð əh ˈaɪ ɪ s tɹ ˈeɪ t ɪ df l ˈɪ k sˈaʊ t
en,ɹ ɪ p ˈi t ɪ ŋˈɛ v ɹ i θ ˌɪ ŋ
en,d ɪ v ˈaɪ sm ˈaɪ k ɹ oʊ f ˌoʊ n
en,d ˈʌ zh ˈʌ b ə ll ˈoʊ k ˌeɪ tn j ˈup l ˈæ n ə t s
en,t ˈɚ nˈɔ nˈɔ t oʊv ˈɑ l j u m
en,k ˈɔ f i
en,d ˈun ˈɑ tn ˈoʊ t ɪ f ˌaɪm ˈiə vn j ˈui m ˈeɪ l
en,h ˈɪ s t ɚ i
en,d ɪ s p l ˈeɪs ˈoʊ v i t w ˌeɪ vs k ˈɪ ls k ɹ ˈi n
en,d ˈʌ zh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pt ˈeɪ kf ˈoʊ t oʊ zə vˈaʊ ɚp l ˈæ n ə t
en,ʃ ˈoʊð əl ˈæ s tp ˈɪ k
en,ʃ ˈoʊs ˈoʊ v i ə ts ˈɪ n θw ˈeɪ vs k ˈɪ lh ˈoʊ m ə s k ɹ ˈi n
en,ʃ ˈoʊh ˈɔ ɹ ɚˈɔ d i oʊs k ɹ ˈi n
en,p ˈɪ k t͡ʃ ɚf ɹ ˈʌ mt͡ʃ ˈæ n d ɹ əˈɛ k sɹ ˈeɪ
en,d ɪ n ˈaɪs k ˈɪ p ɪ ŋ
en,s p ˈeɪ sl ˈɔ n t͡ʃ
en,n ˈɑ l ɪ d͡ʒ
en,ˈʌ ss p ˈæ n ɪ ʃ
en,s ˈɛ tt əək ˈʌ s t ə mˈaɪk ˈʌ l ɚ z
en,f ˈɑ l oʊ ɪ ŋ
en,w ˈɛ nw ə zð əh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pd ɪ p l ˈɔɪ d
en,ˈæ k t ɪ v ˌeɪ tθ ˈi əˈaɪ d
en,w ˈɔ lp ˈeɪ p ɚ z
en,s w ˈɪ t͡ʃð əɪ l ˌu m ɪ n ˈeɪ ʃ ə nl ˈɛ v ə l
en,θ ˈi ə t ɚ
en,ʃ ˈoʊf ɹ ˈʌ mð əd͡ʒ ˈeɪ m zw ˈɛ bt ˈɛ l ə s k ˌoʊ p
en,s p ˈɔ ɹ t sp ˈɔ ɹ n
en,ˈaɪ s l ə n d
en,ʃ w ˌaɪ z
en,ɹ i s ˈɛ tð ə
en,d ɪ s ˈeɪ b ə l
en,s ˈɚ t͡ʃp ˈɑ p j ə l ɚf ˈɪ l m z
en,d ˈɪ dh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pf ˈaɪ n dˌɛ k s oʊp l ˈæ n ə t s
en,l ˈɪ s tð əh ˈaɪ ɪ s tɹ ˈeɪ t ɪ df l ˈɪ k sp l ˈeɪ ɪ ŋn ˈaʊ
en,k ə nh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pt ˈeɪ kd ˈæ t əə vð əm ˈu n
en,ˈoʊ p ə nb l ˈæ km ˈɛ t ə ls k ɹ ˈi n
en,w ˈɛ ɹd ˈɪ d
en,ʃ ˈoʊm ˈih ˈɔ ɹ ɚb ˈæ b ə ls k ˈɪ lm ˈɛ n j u
en,ˈɛ d w ɪ np ˈaʊ ə lh ˈʌ b ə l
en,t ˈɛ lm ˈiə b ˈaʊ td ɪ s k ˈʌ v ɚ
en,d ɪ s p l ˈeɪɹ ˈæ n d ə mp ˈɪ k t͡ʃ ɚ
en,m ˈeɪ ks ˈɪ pəf ˈɔ lb ˈæ ks k ˈɪ l
en,d ˈɪ s k ɑ ɹ d
en,s ˈʌ np ˈɪ k t͡ʃ ɚˈɪ nm ˈɪ l j ə nt ˈɛ m p ɚ ɪ t͡ʃ ɚ
en,p l ˈæ t f ˌɔ ɹ mv ˈɚ ʒ ə n
en,h ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pd ˈeɪ tə vl ˈɔ n t͡ʃ
en,ʃ ˈoʊm ˈih ˈɔ ɹ ɚˈɔ d i oʊs k ɹ ˈi n
en,w ˈɛ ɹˈɪ zˌɪ n t ɚ n ˈæ ʃ ə n ə ls p ˈeɪ ss t ˈeɪ ʃ ə n
en,ˈɑ ɹj ˈʊ ɹf ˈæ k t st ɹ ˈʌ s t w ˌɚ ð i
en,d ˈʌ zh ˈʌ b ə lf ˈaʊ n dˌɛ k s oʊp l ˈæ n ə t s
en,d ˈʌ zh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pf ˈaɪ n dˈeɪ l i ə np l ˈæ n ə t s
en,t͡ʃ ˈɛ km ˈaɪi m ˈeɪ l
en,v ˈiˈoʊˈaɪp ˈiɹ i b ˈu t
en,d ɪ s p l ˈeɪˈoʊ m ˈɛ l ˈi t oʊs k ˈɪ lh ˈoʊ ms k ɹ ˈi n
en,h ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pf ˈoʊ t oʊ
en,v ˈɪ d i oʊ
en,ˈoʊ p ə ns t ˈoʊ n dm ˈɛ d oʊə vd ˈu m
en,p ˈɛ ɹ ə tm ˈoʊ dd ɪ s ɪ ŋ ɡ ˈeɪ d͡ʒ
en,d ˈul ˈaɪ vf ˈoʊ t oʊ zf ɹ ˈʌ mh ˈʌ b ə lɪ ɡ z ˈɪ s t
en,t ˈɔ kə b ˈaʊ tð əˌɪ n t ɚ n ˈæ ʃ ə n ə ls p ˈeɪ ss t ˈeɪ ʃ ə n
en,l ˈeɪ t ɪ s t
en,s ˈɚ t͡ʃp ˈɑ p j ə l ɚf l ˈɪ k s
en,n ˈæ s əˈɛ p ɪ kw ˈɛ b s ˌaɪ t
en,ʃ ˈoʊh ˈɔ ɹ ɚˈɔ d i oʊh ˈoʊ m ə s k ɹ ˈi n
en,d ɪ s p l ˈeɪs t ˈoʊ n dm ˈɛ d oʊə vd ˈu ms k ˈɪ lm ˈɛ n j u
en,v ˈɚ d͡ʒ ə lf ˈɪ n l id ɹ ˈɔ ɪ ŋð əf ˈeɪ s l ə sɡ ˈɑ d
en,n ˈoʊˈaɪd ˈun ˈɑ t
en,s ˈʌ nˈɪ m ɪ d͡ʒf ɚd ɪ ɡ ɹ ˈi z
en,n ˈɛ k s tb ˈʌ s
en,ˈɪ m ɪ d͡ʒə vð əs ˈʌ nf ɚk ˈɛ l v ɪ n
en,æ k s ˈɛ p tk ˈɔ l
en,k ə nh ˈʌ b ə lt ˈɛ l ə s k ˌoʊ pl ˈoʊ k ˌeɪ tˈeɪ l i ə np l ˈæ n ə t s
en,ʃ ˈoʊm ˈis ˈoʊ v i t w ˌeɪ vs k ˈɪ lh ˈoʊ m ə s k ɹ ˈi n
en,w ˈɛ nw ə zh ˈʌ b ə ls p ˈeɪ st ˈɛ l ə s k ˌoʊ pl ˈɔ n t͡ʃ t
en,ˈoʊ p ə nk ˈɪ ŋ zə vh ˈɔ ɹ ɚh ˈoʊ m ə s k ɹ ˈi n
en,ʃ ˈoʊj ˈu t ˌu bl ˈaɪ vs ˈɚ t͡ʃ
en,w ˈʌ tˈɪ zd ɪ s k ˈʌ v ɚ i
en,w ˈɛ ɹˈɪ zh ˈʌ b ə ll ˈʊ k ɪ ŋ
en,d ˈʌ zl ˈaɪ vp ˈɪ k t͡ʃ ɚ zf ɹ ˈʌ mh ˈʌ b ə l
en,l ˈeɪ t ɪ s tk s k t
en,t ˈu l p ɚ n
en,w ˈɪ ɹ dt ˈeɪ l z
en,ˈæ ɡ ɹ ɪ k ˌʌ l t͡ʃ ɚp ˈɔ ɹ n
en,k ˈɪ lf ˈoʊ np ɹ aɪ ˈɔ ɹ ə t i
en,ˈɛ v ɹ iˈi v n ɪ ŋ
en,ʃ ˈɔ ɹ t k ˌʌ t s
en,t ˈɛ lm ˈiəɡ ˈʊ ds t ˈɔ ɹ i
en,ɪ n ˈeɪ b ə ls ə l ˈi nb ˌæ k ˈɛ n d
en,ˈɑ ɹh ˈʌ b ə lp ˈɪ k t͡ʃ ɚ zə v ˈeɪ l ə b ə l
en,m ˈeɪ kv ˈiˈoʊˈaɪp ˈiə np ɹ aɪ ˈɔ ɹ ə t i
en,ʃ ˈoʊs ˈoʊ v i ə ts ˈɪ n θ w ˌeɪ vs k ˈɪ ls k ɹ ˈi n
en,ˈɪ zh ˈʌ b ə ld ˈæ t əp ˈʌ b l ɪ k
en,f ɹ ˈæ k t ˈæ l p ɚ n
en,ˈɑ ɹh ˈʌ b ə lp ˈɪ k t͡ʃ ɚ zp ˈʌ b l ɪ k
en,ˈoʊ p ə nt w ˈɪ t͡ʃt ˌɛ l ə v ˈɪ ʒ ə n
